Date,Close
2024-03-13,452.4800
2024-03-12,452.5800
2024-03-11,443.9000
2024-03-08,445.0100
2024-03-07,447.3700
2024-03-06,447.2400
2024-03-05,449.5900
2024-03-04,449.9900
2024-03-01,447.2300
2024-02-29,448.3500
2024-02-28,446.3700
2024-02-27,446.2700
2024-02-26,459.0000
2024-02-23,433.6500
2024-02-22,428.0100
2024-02-21,420.7600
2024-02-20,417.1500
2024-02-16,421.8500
2024-02-15,424.7200
2024-02-14,424.4800
2024-02-13,421.5000
2024-02-12,427.2900
2024-02-09,425.0900
2024-02-08,426.5800
2024-02-07,421.9500
2024-02-06,421.5800
2024-02-05,418.0500
2024-02-02,422.0600
2024-02-01,433.5300
2024-01-31,426.2200
2024-01-30,434.7400
2024-01-29,433.4400
2024-01-26,419.1200
2024-01-25,418.0800
2024-01-24,421.7700
2024-01-23,425.7100
2024-01-22,428.0100
2024-01-19,426.7700
2024-01-18,425.9300
2024-01-17,422.4000
2024-01-16,425.9400
2024-01-12,411.3000
2024-01-11,411.8000
2024-01-10,414.1300
2024-01-09,410.1400
2024-01-08,402.6900
2024-01-05,400.0300
2024-01-04,401.2700
2024-01-03,400.4600
2024-01-02,413.1400
2023-12-29,412.2300
2023-12-28,411.2100
2023-12-27,413.8500
2023-12-26,411.3400
2023-12-22,409.8400
2023-12-21,408.8000
2023-12-20,403.2500
2023-12-19,406.5500
2023-12-18,403.0400
2023-12-15,400.0500
2023-12-14,402.8500
2023-12-13,402.8000
2023-12-12,396.8100
2023-12-11,397.4800
2023-12-08,394.9000
2023-12-07,402.0000
2023-12-06,392.5400
2023-12-05,394.0500
2023-12-04,399.8200
2023-12-01,397.1800
2023-11-30,392.8900
2023-11-29,388.8600
2023-11-28,388.2700
2023-11-27,387.0700
2023-11-24,370.3200
2023-11-22,369.4900
2023-11-21,369.3100
2023-11-20,368.5000
2023-11-17,372.4200
2023-11-16,374.7400
2023-11-15,381.4300
2023-11-14,382.4100
2023-11-13,374.5500
2023-11-10,378.5100
2023-11-09,369.6900
2023-11-08,371.8400
2023-11-07,371.7000
2023-11-06,368.2500
2023-11-03,361.9400
2023-11-02,348.3800
2023-11-01,344.1300
2023-10-31,338.9900
2023-10-30,338.7100
2023-10-27,340.6000
2023-10-26,345.9400
2023-10-25,349.9100
2023-10-24,353.5900
2023-10-23,348.3000
2023-10-20,347.6900
2023-10-19,344.3100
2023-10-18,345.1200
2023-10-17,350.4900
2023-10-16,351.6800
2023-10-13,346.8100
2023-10-12,350.1700
2023-10-11,354.0500
2023-10-10,355.6000
2023-10-09,350.1400
2023-10-06,341.5600
2023-10-05,363.2300
2023-10-04,371.0000
2023-10-03,364.1800
2023-10-02,380.5400
2023-09-29,378.7900
2023-09-28,382.3100
2023-09-27,380.2100
2023-09-26,379.2200
2023-09-25,383.1100
2023-09-22,381.3500
2023-09-21,378.0500
2023-09-20,384.8400
2023-09-19,382.8300
2023-09-18,384.3100
2023-09-15,388.4800
2023-09-14,399.0700
2023-09-13,396.4600
2023-09-12,393.5900
2023-09-11,394.9000
2023-09-08,387.3700
2023-09-07,389.3500
2023-09-06,384.4400
2023-09-05,389.8900
2023-09-01,391.1400
2023-08-31,387.4000
2023-08-30,394.1900
2023-08-29,386.1700
2023-08-28,388.2500
2023-08-25,380.7200
2023-08-24,378.8600
2023-08-23,382.6200
2023-08-22,379.7200
2023-08-21,379.8800
2023-08-18,378.8300
2023-08-17,382.3000
2023-08-16,389.1100
2023-08-15,393.8200
2023-08-14,397.5900
2023-08-11,394.1700
2023-08-10,398.4000
2023-08-09,396.2200
2023-08-08,398.0100
2023-08-07,398.6900
2023-08-04,395.3600
2023-08-03,401.3600
2023-08-02,398.3000
2023-08-01,399.6500
2023-07-31,396.7400
2023-07-28,400.8800
2023-07-27,402.5800
2023-07-26,401.3600
2023-07-25,397.0500
2023-07-24,385.9000
2023-07-21,385.4400
2023-07-20,387.8300
2023-07-19,392.3300
2023-07-18,392.2900
2023-07-17,389.7400
2023-07-14,384.6600
2023-07-13,386.8700
2023-07-12,388.5900
2023-07-11,349.7900
2023-07-10,347.4100
2023-07-07,341.6800
2023-07-06,333.9100
2023-07-05,334.9600
2023-07-03,336.6600
2023-06-30,336.9900
2023-06-29,330.7300
2023-06-28,325.5200
2023-06-27,324.9300
2023-06-26,319.2400
2023-06-23,316.8200
2023-06-22,321.0400
2023-06-21,323.1100
2023-06-20,325.5400
2023-06-16,331.4100
2023-06-15,325.4600
2023-06-14,305.7200
2023-06-13,301.8900
2023-06-12,301.8600
2023-06-09,298.0700
2023-06-08,299.9000
2023-06-07,297.5600
2023-06-06,297.7400
2023-06-05,297.8300
2023-06-02,303.1900
2023-06-01,296.6700
2023-05-31,289.8500
2023-05-30,291.3900
2023-05-26,299.8300
2023-05-25,304.5000
2023-05-24,306.8000
2023-05-23,304.2900
2023-05-22,308.9100
2023-05-19,312.4600
2023-05-18,311.3600
2023-05-17,305.0500
2023-05-16,301.8500
2023-05-15,307.8500
2023-05-12,307.5800
2023-05-11,306.9300
2023-05-10,306.8900
2023-05-09,308.6400
2023-05-08,308.9400
2023-05-05,311.1100
2023-05-04,311.4100
2023-05-03,314.8600
2023-05-02,311.5900
2023-05-01,311.2500
2023-04-28,317.4700
2023-04-27,317.1400
2023-04-26,339.0300
2023-04-25,329.6300
2023-04-24,330.2700
2023-04-21,330.5200
2023-04-20,322.9000
2023-04-19,325.6600
2023-04-18,326.7000
2023-04-17,329.9000
2023-04-14,330.3800
2023-04-13,332.6000
2023-04-12,326.4400
2023-04-11,332.4400
2023-04-10,329.7100
2023-04-06,330.5800
2023-04-05,328.3800
2023-04-04,328.9700
2023-04-03,332.5200
2023-03-31,329.8700
2023-03-30,327.6500
2023-03-29,327.5800
2023-03-28,324.2300
2023-03-27,322.2200
2023-03-24,311.5100
2023-03-23,315.4300
2023-03-22,312.2800
2023-03-21,317.6400
2023-03-20,317.1800
2023-03-17,310.6700
2023-03-16,313.9400
2023-03-15,312.6000
2023-03-14,307.1000
2023-03-13,302.5900
2023-03-10,300.1600
2023-03-09,309.1200
2023-03-08,312.1300
2023-03-07,310.8500
2023-03-06,316.3200
2023-03-03,304.7600
2023-03-02,305.3200
2023-03-01,301.7300
2023-02-28,294.0100
2023-02-27,295.6300
2023-02-24,297.4700
2023-02-23,307.8600
2023-02-22,348.4600
2023-02-21,350.2300
2023-02-17,357.3600
2023-02-16,356.8300
2023-02-15,360.1000
2023-02-14,347.5800
2023-02-13,355.0500
2023-02-10,354.0600
2023-02-09,354.9700
2023-02-08,353.5900
2023-02-07,357.2000
2023-02-06,355.9800
2023-02-03,359.6200
2023-02-02,360.4700
2023-02-01,359.7900
2023-01-31,353.0000
2023-01-30,348.4900
2023-01-27,355.1700
2023-01-26,354.0400
2023-01-25,350.6400
2023-01-24,339.3400
2023-01-23,345.4500
2023-01-20,348.0400
2023-01-19,348.8500
2023-01-18,346.4800
2023-01-17,344.1900
2023-01-13,337.4400
2023-01-12,337.6200
2023-01-11,349.8500
2023-01-10,339.7300
2023-01-09,333.8800
2023-01-06,342.6200
2023-01-05,338.8300
2023-01-04,344.3900
2023-01-03,339.2700
2022-12-30,346.4000
2022-12-29,349.8000
2022-12-28,344.4100
2022-12-27,354.4000
2022-12-23,353.0200
2022-12-22,352.2100
2022-12-21,358.3300
2022-12-20,353.7300
2022-12-19,356.3300
2022-12-16,357.2300
2022-12-15,356.9900
2022-12-14,366.7400
2022-12-13,361.8700
2022-12-12,363.3500
2022-12-09,362.6500
2022-12-08,374.9400
2022-12-07,372.1400
2022-12-06,369.3600
2022-12-05,381.2600
2022-12-02,382.7600
2022-12-01,385.5800
2022-11-30,388.7300
2022-11-29,383.0600
2022-11-28,382.2900
2022-11-25,389.0600
2022-11-23,391.7400
2022-11-22,376.0700
2022-11-21,377.8300
2022-11-18,367.8900
2022-11-17,366.7300
2022-11-16,364.4700
2022-11-15,366.7400
2022-11-14,370.2300
2022-11-11,366.5200
2022-11-10,357.8200
2022-11-09,338.5400
2022-11-08,337.4900
2022-11-07,347.9300
2022-11-04,359.6500
2022-11-03,352.0700
2022-11-02,339.0300
2022-11-01,333.4400
2022-10-31,332.2400
2022-10-28,334.8000
2022-10-27,331.5000
2022-10-26,322.0200
2022-10-25,328.8800
2022-10-24,323.1600
2022-10-21,321.5600
2022-10-20,319.5000
2022-10-19,323.4000
2022-10-18,328.9000
2022-10-17,321.1600
2022-10-14,317.3400
2022-10-13,333.2600
2022-10-12,301.7600
2022-10-11,303.5000
2022-10-10,309.6700
2022-10-07,314.5200
2022-10-06,324.2200
2022-10-05,335.1300
2022-10-04,330.6100
2022-10-03,316.4400
2022-09-30,310.2000
2022-09-29,316.3500
2022-09-28,321.1800
2022-09-27,314.1900
2022-09-26,324.7400
2022-09-23,330.0000
2022-09-22,320.1400
2022-09-21,333.2000
2022-09-20,332.3500
2022-09-19,332.9800
2022-09-16,342.9700
2022-09-15,349.5100
2022-09-14,340.2800
2022-09-13,350.3800
2022-09-12,364.4400
2022-09-09,367.1200
2022-09-08,362.0000
2022-09-07,362.6100
2022-09-06,362.7700
2022-09-02,365.8000
2022-09-01,371.6200
2022-08-31,371.8600
2022-08-30,380.3700
2022-08-29,378.5100
2022-08-26,390.2800
2022-08-25,406.9700
2022-08-24,396.9600
2022-08-23,392.4600
2022-08-22,401.2100
2022-08-19,405.2000
2022-08-18,416.9500
2022-08-17,411.9900
2022-08-16,410.9300
2022-08-15,410.8600
2022-08-12,412.2400
2022-08-11,404.1300
2022-08-10,405.7500
2022-08-09,392.5600
2022-08-08,394.8900
2022-08-05,387.9300
2022-08-04,391.3400
2022-08-03,390.9100
2022-08-02,391.0700
2022-08-01,390.1200
2022-07-29,392.1100
2022-07-28,389.8200
2022-07-27,392.9900
2022-07-26,386.7500
2022-07-25,387.9900
2022-07-22,399.2700
2022-07-21,405.6400
2022-07-20,410.8600
2022-07-19,410.2400
2022-07-18,406.8100
2022-07-15,406.6000
2022-07-14,399.1500
2022-07-13,401.3700
2022-07-12,391.4900
2022-07-11,397.2500
2022-07-08,401.3500
2022-07-07,405.5400
2022-07-06,397.5700
2022-07-05,396.8000
2022-07-01,403.6100
2022-06-30,389.7100
2022-06-29,389.0400
2022-06-28,390.7100
2022-06-27,397.5800
2022-06-24,396.5400
2022-06-23,398.1300
2022-06-22,389.7600
2022-06-21,386.3600
2022-06-17,379.1700
2022-06-16,379.5500
2022-06-15,385.4200
2022-06-14,377.1300
2022-06-13,380.6300
2022-06-10,380.5000
2022-06-09,385.4400
2022-06-08,384.0000
2022-06-07,385.2800
2022-06-06,377.2700
2022-06-03,368.1200
2022-06-02,372.8700
2022-06-01,360.8500
2022-05-31,363.1700
2022-05-27,365.9100
2022-05-26,355.6100
2022-05-25,352.5700
2022-05-24,342.1700
2022-05-23,343.0100
2022-05-20,341.6900
2022-05-19,336.4300
2022-05-18,328.0200
2022-05-17,336.4600
2022-05-16,336.4500
2022-05-13,340.9400
2022-05-12,327.8500
2022-05-11,325.1300
2022-05-10,335.7200
2022-05-09,333.6000
2022-05-06,341.7900
2022-05-05,341.6900
2022-05-04,353.2000
2022-05-03,343.8400
2022-05-02,351.1200
2022-04-29,338.0000
2022-04-28,353.8800
2022-04-27,372.9100
2022-04-26,369.7300
2022-04-25,378.1600
2022-04-22,378.8300
2022-04-21,391.0000
2022-04-20,396.4900
2022-04-19,394.0800
2022-04-18,379.4900
2022-04-14,387.2400
2022-04-13,392.1600
2022-04-12,388.5700
2022-04-11,387.9200
2022-04-08,394.7900
2022-04-07,397.4000
2022-04-06,391.1000
2022-04-05,391.1700
2022-04-04,403.7900
2022-04-01,397.1800
2022-03-31,407.0100
2022-03-30,406.2700
2022-03-29,412.0100
2022-03-28,399.0700
