Date,Close
2024-03-13,285.9300
2024-03-12,287.7100
2024-03-11,282.9200
2024-03-08,284.8500
2024-03-07,287.4500
2024-03-06,286.3400
2024-03-05,284.0600
2024-03-04,288.1300
2024-03-01,285.9800
2024-02-29,281.9700
2024-02-28,283.6400
2024-02-27,283.5200
2024-02-26,284.8300
2024-02-23,281.8200
2024-02-22,282.2800
2024-02-21,276.5700
2024-02-20,276.1600
2024-02-16,272.1700
2024-02-15,272.9600
2024-02-14,272.8100
2024-02-13,269.3700
2024-02-12,272.0200
2024-02-09,275.4400
2024-02-08,269.9400
2024-02-07,273.4300
2024-02-06,270.2300
2024-02-05,271.8000
2024-02-02,276.7800
2024-02-01,270.7400
2024-01-31,252.0500
2024-01-30,257.7500
2024-01-29,254.7600
2024-01-26,251.5100
2024-01-25,252.1200
2024-01-24,251.1300
2024-01-23,253.1500
2024-01-22,252.6300
2024-01-19,248.9200
2024-01-18,247.3300
2024-01-17,244.4300
2024-01-16,245.5200
2024-01-12,246.1500
2024-01-11,245.9900
2024-01-10,245.8800
2024-01-09,244.4900
2024-01-08,243.1300
2024-01-05,240.5600
2024-01-04,239.6900
2024-01-03,235.9600
2024-01-02,240.6300
2023-12-29,243.9000
2023-12-28,243.8100
2023-12-27,243.9500
2023-12-26,243.7400
2023-12-22,242.4000
2023-12-21,243.4000
2023-12-20,238.5500
2023-12-19,241.7900
2023-12-18,240.1000
2023-12-15,239.9200
2023-12-14,238.9000
2023-12-13,238.0500
2023-12-12,239.3200
2023-12-11,237.3900
2023-12-08,234.0000
2023-12-07,231.3500
2023-12-06,230.4700
2023-12-05,229.5800
2023-12-04,228.4800
2023-12-01,227.5300
2023-11-30,225.4100
2023-11-29,222.6300
2023-11-28,222.7100
2023-11-27,225.9800
2023-11-24,228.5600
2023-11-22,227.4600
2023-11-21,226.0300
2023-11-20,226.9500
2023-11-17,228.6200
2023-11-16,226.5400
2023-11-15,225.7100
2023-11-14,229.0500
2023-11-13,224.4400
2023-11-10,225.4800
2023-11-09,220.9900
2023-11-08,221.8400
2023-11-07,219.6700
2023-11-06,217.1200
2023-11-03,218.0000
2023-11-02,213.1100
2023-11-01,213.5000
2023-10-31,190.3100
2023-10-30,188.0800
2023-10-27,184.6900
2023-10-26,187.4300
2023-10-25,184.4200
2023-10-24,186.5600
2023-10-23,187.9000
2023-10-20,187.2700
2023-10-19,191.3200
2023-10-18,195.9800
2023-10-17,209.1900
2023-10-16,208.1000
2023-10-13,204.6900
2023-10-12,206.8600
2023-10-11,211.3000
2023-10-10,208.5500
2023-10-09,204.3100
2023-10-06,204.3000
2023-10-05,200.8200
